date,visits
2023-07-01,8
2023-07-02,1
2023-07-03,21
2023-07-04,7
2023-07-05,29
2023-07-06,43
2023-07-07,30
2023-07-08,16
2023-07-09,12
2023-07-10,27
2023-07-11,18
2023-07-12,26
2023-07-13,12
2023-07-14,23
2023-07-15,7
2023-07-16,2
2023-07-17,26
2023-07-18,55
2023-07-19,11
2023-07-20,14
2023-07-21,14
2023-07-22,5
2023-07-23,2
2023-07-24,40
2023-07-25,18
2023-07-26,22
2023-07-27,26
2023-07-28,17
2023-07-29,5
2023-07-30,2
2023-07-31,27
2023-08-01,3
