date,visits
2023-06-06,43
2023-06-07,33
2023-06-08,35
2023-06-09,58
2023-06-10,9
2023-06-11,19
2023-06-12,64
2023-06-13,78
2023-06-14,37
2023-06-15,44
2023-06-16,26
2023-06-17,6
2023-06-18,5
2023-06-19,31
2023-06-20,31
2023-06-21,26
2023-06-22,48
2023-06-23,24
2023-06-24,1
2023-06-25,5
2023-06-26,30
2023-06-27,35
2023-06-28,27
2023-06-29,23
2023-06-30,16
2023-07-01,8
2023-07-02,1
2023-07-03,21
2023-07-04,7
2023-07-05,29
2023-07-06,27
