date,visits
2023-10-30,18
2023-10-31,40
2023-11-01,22
2023-11-02,13
2023-11-03,18
2023-11-04,5
2023-11-05,5
2023-11-06,24
2023-11-07,22
2023-11-08,11
2023-11-09,17
2023-11-10,13
2023-11-11,3
2023-11-12,2
2023-11-13,45
2023-11-14,58
2023-11-15,20
2023-11-16,15
2023-11-17,9
2023-11-18,11
2023-11-19,4
2023-11-20,19
2023-11-21,23
2023-11-22,15
2023-11-23,5
2023-11-24,21
2023-11-25,8
2023-11-26,9
2023-11-27,13
2023-11-28,7
2023-11-29,17
2023-11-30,6
