date,visits
2023-08-01,32
2023-08-02,20
2023-08-03,21
2023-08-04,44
2023-08-05,19
2023-08-06,5
2023-08-07,7
2023-08-08,32
2023-08-09,31
2023-08-10,27
2023-08-11,17
2023-08-12,5
2023-08-13,7
2023-08-14,28
2023-08-15,31
2023-08-16,20
2023-08-17,13
2023-08-18,9
2023-08-19,6
2023-08-20,7
2023-08-21,24
2023-08-22,30
2023-08-23,72
2023-08-24,25
2023-08-25,23
2023-08-26,3
2023-08-27,3
2023-08-28,32
2023-08-29,23
2023-08-30,22
2023-08-31,40
2023-09-01,23
