date,visits
2023-10-01,4
2023-10-02,40
2023-10-03,16
2023-10-04,68
2023-10-05,48
2023-10-06,19
2023-10-07,10
2023-10-08,12
2023-10-09,28
2023-10-10,21
2023-10-11,9
2023-10-12,35
2023-10-13,14
2023-10-14,3
2023-10-15,9
2023-10-16,50
2023-10-17,21
2023-10-18,81
2023-10-19,54
2023-10-20,80
2023-10-21,8
2023-10-22,6
2023-10-23,19
2023-10-24,44
2023-10-25,32
2023-10-26,19
2023-10-27,13
2023-10-28,7
2023-10-29,19
2023-10-30,18
2023-10-31,40
2023-11-01,17
